entity	entity_count	similar_entity	similar_entity_count	dice_score	
Langfier Limited, 23a Old Bond Street, London.	81	Langfier Limited, 23A Old Bond Street, London.	32	0.9555555555555556	
Langfier Limited, 23a Old Bond Street, London.	81	Louis Langfier, 23A Old Bond Street, London.	31	0.7954545454545454	
Langfier Limited, 23a Old Bond Street, London.	81	Bovril Limited, 150 Old Street, London.	4	0.6987951807228916	
Langfier Limited, 23a Old Bond Street, London.	81	Bovril Limited, 130 Old Street, London.	1	0.6987951807228916	
Langfier Limited, 23a Old Bond Street, London.	81	Bovril Limited, 152 Old Street, London.	5	0.6987951807228916	
Langfier Limited, 23a Old Bond Street, London.	81	Foulsham & Banfield Limited, 49 Old Bond Street, London, W.	3	0.6796116504854369	
Langfier Limited, 23a Old Bond Street, London.	81	Foulsham and Banfield Limited, 49 Old Bond Street, London.	2	0.7058823529411765	
Langfier Limited, 23a Old Bond Street, London.	81	Langfier Limited, 23A Old Bond Street, London West.	11	0.8842105263157894	
Langfier Limited, 23a Old Bond Street, London.	81	Louis Langfier Limited, 23A Old Bond Street, London West.	11	0.8316831683168316	
Langfier Limited, 23a Old Bond Street, London.	81	Bovril Limited,152 Old Street, London.	1	0.6829268292682927	
Langfier Limited, 23a Old Bond Street, London.	81	Langfier Limited, 25a Old Bond Street, London, W.	1	0.9032258064516129	
Langfier Limited, 23a Old Bond Street, London.	81	Foulsham & Banfield Limited, 49 Old Bond Street, London.	13	0.72	
Langfier Limited, 23a Old Bond Street, London.	81	Lafayette Limited, 179 New Bond Street, London.	22	0.6593406593406593	
Langfier Limited, 23a Old Bond Street, London.	81	Langfier Ltd, 23a Old Bond Street, London.	4	0.9069767441860465	
Langfier Limited, 23a Old Bond Street, London.	81	Louis Langfier, 23b Old Bond Street, London.	1	0.7954545454545454	
Langfier Limited, 23a Old Bond Street, London.	81	Bovril Limited 152 Old Street, London.	1	0.6829268292682927	
Langfier Limited, 23a Old Bond Street, London.	81	Arthur Bennett, c/o Bassano's Limited, 25 Old Bond Street, London.	1	0.6545454545454545	
Langfier Limited, 23a Old Bond Street, London.	81	James Allan, 23a Old Bond Street, London.	1	0.7058823529411765	
Langfier Limited, 23a Old Bond Street, London.	81	Langfier Limited, 23 Old Bond Street, London.	2	0.9662921348314607	
Langfier Limited, 23a Old Bond Street, London.	81	Bassano Limited, 25 Old Bond Street, London.	7	0.7954545454545454	
Langfier Limited, 23a Old Bond Street, London.	81	Lanfier Limited, 25 Old Bond Street, London.	3	0.9090909090909091	
Langfier Limited, 23a Old Bond Street, London.	81	Foulsham &amp; Banfield Limited, 49 Old Bond Street, London.	2	0.6923076923076923	
Langfier Limited, 23a Old Bond Street, London.	81	Arthur Banfield, 49 Old Bond Street, London.	1	0.6818181818181818	
Langfier Limited, 23a Old Bond Street, London.	81	Foalshan & Banfield Limited, 49 Old Bond Street, London.	1	0.72	
William Meredith, 137 Clapham Road, London, SW.	81	Willliam Meredith, 137 Clapham Road, London.	13	0.9213483146067416	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredtih, 137 Clapham Road, London.	14	0.8636363636363636	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137 Clapham Road, London.	1711	0.9318181818181818	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 139, Clapham Road, London.	2	0.898876404494382	
William Meredith, 137 Clapham Road, London, SW.	81	William Joseph Smith, 17 Chelsham Road, Clapham, London.	2	0.693069306930693	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 139 Clapham Rd, London.	1	0.8372093023255814	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137, Clapham Road, London, SW.	33	0.967741935483871	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 1347, Clapham Road, London, SW.	1	0.9361702127659575	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 139, Clapham Road, London, SW.	1	0.946236559139785	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137, Clapham Road, London, S.W.	1	0.9361702127659575	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137 Clapham Road, London, S.W.	36	0.967741935483871	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137, Clapham Road, London, S.W..	3	0.9263157894736842	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137 Clapham, Road, London.	6	0.9213483146067416	
William Meredith, 137 Clapham Road, London, SW.	81	William Tear, 12 Clapham Road, London.	1	0.6987951807228916	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137, Clapham Road, London.	86	0.9213483146067416	
William Meredith, 137 Clapham Road, London, SW.	81	William Prior, 137 Clapham Road, London.	3	0.7529411764705882	
William Meredith, 137 Clapham Road, London, SW.	81	Arthur Dell, 137 Clapham Road, London.	2	0.6506024096385542	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 139 Clapham Road, London.	19	0.8863636363636364	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith 137 Clapham Road, London.	17	0.896551724137931	
William Meredith, 137 Clapham Road, London, SW.	81	William Prior, 137 Clapham road, London.	1	0.7058823529411765	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 137 Clapham Road, London SW.	68	0.967032967032967	
William Meredith, 137 Clapham Road, London, SW.	81	William Prior, 139 Clapham Road, London.	2	0.7058823529411765	
William Meredith, 137 Clapham Road, London, SW.	81	William Prior, 139 Clapham Road, London SW.	1	0.75	
William Meredith, 137 Clapham Road, London, SW.	81	William Meridith, 139 Clapham Road, London.	11	0.8409090909090909	
William Meredith, 137 Clapham Road, London, SW.	81	William Meredith, 107 Clapham Road, London.	2	0.8863636363636364	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited, 2 St Swithin Street, Aberdeen.	633	0.7964601769911505	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company, 2 St Swithin Street, Aberdeen.	52	0.8761904761904762	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson & Company, 2 St Swithin Street, Aberdeen.	35	0.9320388349514563	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson &amp; Company, 2 St Swithin Street Aberdeen.	39	0.8490566037735849	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson &amp; Company, 2 St Swithin Street, Aberdeen.	23	0.8785046728971962	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited, 2 Saint Swithin Street, Aberdeen.	418	0.7586206896551724	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited, St Swithin Street, Aberdeen.	10	0.7747747747747747	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	B W Wilson and Co, 2 St Swithin Street, Aberdeen.	1	0.82	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson & Company Limited, 2 St Swithin Street, Aberdeen.	159	0.8468468468468469	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson &amp; Company Limited, 2 St Swithin Street, Aberdeen.	1	0.8	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson & Company, 2, St Swithin Street, Aberdeen.	16	0.9038461538461539	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited. St Swithin Street, Aberdeen.	2	0.7747747747747747	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G N Wilson and Company Limited, St Swithin Street, Aberdeen.	2	0.7747747747747747	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	GW Wilson and Company Limited, 2 St Swithin Street, Aberdeen.	24	0.8035714285714286	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson & Company Limited, 2 Saint Swithin Street, Aberdeen.	66	0.8070175438596491	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	GW Wilson, 2 Saint Swithin Street, Aberdeen.	315	0.7578947368421053	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	GW Wilson and Company Limited, 2 Saint Swithin Street, Aberdeen.	28	0.7652173913043478	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited, in liquidation, 2 St Swithin Street, Aberdeen.	2	0.6976744186046512	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company, St Swithin Street, Aberdeen, Scotland.	18	0.7610619469026548	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson & Co Limited, 2 St Swithin Street, Aberdeen.	1	0.7924528301886793	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson, 2 St Swithin Street, Aberdeen.	5	0.7956989247311828	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	John Black, 2 St Swithin Street, Aberdeen.	1	0.6881720430107527	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited, 2, St Swithin Street, Aberdeen.	6	0.7719298245614035	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson & Co, 2 St Swithin Street, Aberdeen.	19	0.8571428571428571	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited 2 St Swithin Street, Aberdeen.	217	0.7857142857142857	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Company Limited, 2 St Swithin Stret, Aberdeen.	1	0.7857142857142857	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	G W Wilson and Compan Limited, 2 St Swithin Street, Aberdeen.	169	0.7857142857142857	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	George Washington Wilson and Company, St Swithin's Street, Aberdeen, Scotland.	4	0.6666666666666666	
G.W. Wilson & Company, 2 St Swithin Street, Aberdeen.	81	GW Wilson & Company, 2 St Swithin Street, Aberdeen.	4	0.9411764705882353	
W and D Downey, 57 and 61 Ebury Street. London.	81	W and D Downey, 57 and 61 Ebury Street, London.	47	0.9565217391304348	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, 61 Ebury Street, London.	522	0.6739130434782609	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Downey, of 57 and 61 Ebury Street, Pimlico, London.	1	0.7115384615384616	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, of 61 Ebury Street, London.	1	0.6526315789473685	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, 57 and 61 Ebury Street, London.	72	0.7676767676767676	
W and D Downey, 57 and 61 Ebury Street. London.	81	W and D Downey, 61 Ebury Street, London.	65	0.8705882352941177	
W and D Downey, 57 and 61 Ebury Street. London.	81	W and D Downey, 61 Ebury Street, Pimlico, London.	36	0.7872340425531915	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, 57 & 61 Ebury Street, London.	1	0.7010309278350515	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, 57-61 Ebury Street, London.	17	0.6736842105263158	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, 57- 61 Ebury Street, London.	21	0.6875	
W and D Downey, 57 and 61 Ebury Street. London.	81	W and D Downey, 61 Ebury Street, Eaton Square, London.	27	0.7474747474747475	
W and D Downey, 57 and 61 Ebury Street. London.	81	W and D Downey, 57 Ebury Street, London.	2	0.8705882352941177	
W and D Downey, 57 and 61 Ebury Street. London.	81	William Edward Downey, 57/61 Ebury Street, London.	2	0.6736842105263158	
W and D Downey, 57 and 61 Ebury Street. London.	81	W D Downey 57 and 61 Ebury Street, London.	22	0.896551724137931	
W and D Downey, 57 and 61 Ebury Street. London.	81	Arthur James Hope Downey, 57 and 61 Ebury Street, London.	10	0.7254901960784313	
Charles Jones, Norwood Villa, Bourne, Lincolnshire.	80	Charles Jones, Norwood Villa, Bourne.	48	0.8372093023255814	
Charles Jones, Norwood Villa, Bourne, Lincolnshire.	80	Charles Jones, Norwood Villa, Bourn, Lincs.	1	0.8478260869565217	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Nottage and Howard John Dennan 54 Cheapside and 110 Regent Street, London.	2	0.9418604651162791	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Nottage and Howard John Kennan 54 Cheapside and 110 Regent Street, London.	2	0.9651162790697675	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Nottage and Howard John Kennard 54 Cheapside and 110 Regent Street London.	12	0.9651162790697675	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Nottage and Howard J Kennard, 54 Cheapside, London.	1	0.8053691275167785	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Nottage and Howard Kennard, 54 Cheapside.	45	0.7338129496402878	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Nottage and Howard John Kennard, 54 Cheapside, London.	2	0.8421052631578947	
George Swan Nottage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	79	George Swan Notage and Howard John Kennard, 54 Cheapside and 110 Regent Street, London.	2	0.9942196531791907	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Moore McQueen and Company Limited, 25 Berners Street, Oxford Street.	8	0.6527777777777778	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	The Lacre Motor Car Company Limited, 1-5, Poland Street, Oxford Street, London.	9	0.9806451612903225	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Bernard Francis Wates, c/o the Lacre Motor Car Company Limited, 1-5, Poland Street, Oxford Street, London.	9	0.8241758241758241	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Bernard Francis Wates, c/o the Lacre Motor Car Company Limited, 1-5 Poland Street, London.	3	0.7710843373493976	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Francis Bernard Wates, c/o The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	67	0.850828729281768	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	The Apollonaris Company Limited, 4 Stratford Place, Oxford Street, London, W.	1	0.6797385620915033	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Moore McQueen and Company, 25 Berners Street, Oxford Street, London.	2	0.6527777777777778	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Moore McQueen and Company Limited, 25 Berners Street, Oxford Street, London.	1	0.7368421052631579	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Clark, Bunnett and Company Limited, Rathbone Place, Oxford Street, London.	1	0.6533333333333333	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Hyde Park Cab Company Limited 15 Poland Street, London.	1	0.6717557251908397	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Alfred Concanen, 7 Poland Street, Oxford Street, London.	5	0.6515151515151515	
The Lacre Motor Car Company Limited, 1-5 Poland Street, Oxford Street, London.	79	Hammond and Company Limited, 465 Oxford Street, London.	2	0.6564885496183206	
George Dixon Abraham, Idwal, Keswick.	79	George Perry Abraham, Keswick.	203	0.7076923076923077	
George Dixon Abraham, Idwal, Keswick.	79	George Dixon Abraham, Keswick.	57	0.8923076923076924	
George Dixon Abraham, Idwal, Keswick.	79	Georgee Dixon Abraham, Keswick.	1	0.8787878787878788	
George Dixon Abraham, Idwal, Keswick.	79	George Dixon Abraham, 30 Lake Road, Keswick.	7	0.759493670886076	
George Dixon Abraham, Idwal, Keswick.	79	George Dixon Abraham, Chesnut Hill, Keswick.	2	0.7848101265822784	
George Dixon Abraham, Idwal, Keswick.	79	George Dixon Abraham, Lake Road, Keswick.	48	0.7894736842105263	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company, 67 Chandos Street, Strand, London.	3	0.8292682926829268	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company, 67-68 Chandos Street, London.	661	0.8305084745762712	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company, 67 and 68 Chamber Street, Convent Gardens, London.	1	0.8633093525179856	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company, 67 and 68 Chandos Street, Convent Gardens, London.	3	0.9064748201438849	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Francis Ward and Company, 67 Chandos Street, London.	1	0.7758620689655172	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	William A H Ward, 67 Chandos Street, Covent Garden, London.	9	0.7479674796747967	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company, 67-68 Chandos Street, Covent Garden, London.	12	0.9624060150375939	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Provost and Company, 36 Henrietta Street, Covent Garden, London.	1	0.6875	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company, 67 Chandos Street, London.	3	0.8695652173913043	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward, 67-68 Chandos Street, London.	56	0.6792452830188679	
Marcus Ward and Company, 67 Chandos Street, Covent Garden, London.	79	Marcus Ward and Company , 67 and 68 Chandos Street, London.	1	0.7967479674796748	
Medrington's Limited, 29 Bold Street, Liverpool.	78	John Millward, c/o Medrington's Limited, 29 Bold Street, Liverpool.	1	0.831858407079646	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Arthur Stanhope Medrington, 29 Bold Street, Liverpool.	31	0.72	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Medringtons Limited, 29 Bold Street, Liverpool.	10	0.967741935483871	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Philip Barraud Limited, 92 Bold Street, Liverpool.	1	0.6666666666666666	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Medrington's Ltd., 29 Bold Street, Liverpool.	1	0.8791208791208791	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Charles Richards, c/o Medrington's Limited, 29 Bold Street, Liverpool.	1	0.8103448275862069	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Arthur Stanhope Medrington 29 Bold Street, Liverpool.	1	0.7070707070707071	
Medrington's Limited, 29 Bold Street, Liverpool.	78	Medrington's Limited, 29, Bold Street, Liverpool.	6	0.968421052631579	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Fine Art Company, 36 Rathbone Place, London.	9	0.912621359223301	
The Autotype Company, 36 Rathbone Place, London.	77	Autographic Company, Rathbone Place, London.	1	0.7777777777777778	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Company, Rathbone Place, London.	6	0.967032967032967	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Company, Rathbone Place, Oxford Street, London.	1	0.8301886792452831	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Company, 43 Rathbone Place, Oxford Street, London.	1	0.8073394495412844	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Company, 36 Rathbone Place, Oxford Street, London.	22	0.8623853211009175	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Fine Art Company Limited, 36 Rathbone Place, London.	1	0.8288288288288288	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Company Limited, 36 Rathbone Place, London.	3	0.9019607843137255	
The Autotype Company, 36 Rathbone Place, London.	77	Spencer Sawyer Bird and Company, 36a Rathbone Place, London.	2	0.660377358490566	
The Autotype Company, 36 Rathbone Place, London.	77	Autotype Fine Art Company Limited, 36 Rathbone Place. London.	1	0.7850467289719626	
The Autotype Company, 36 Rathbone Place, London.	77	The Autotype Fine Art Company, Rathbone Place, London.	17	0.88	
The Autotype Company, 36 Rathbone Place, London.	77	Autotype Company Limited, 36 Rathbone Place, London.	2	0.8571428571428571	
The Autotype Company, 36 Rathbone Place, London.	77	Berlin Photographic Company, 5 Rathbone Place, London.	1	0.68	
The Autotype Company, 36 Rathbone Place, London.	77	Autotype Company, Rathbone Place, Oxford Street, London.	2	0.7843137254901961	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frederick Holland Mares, 79 Crafton Street, Dublin, Ireland.	1	0.9661016949152542	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frederick Holland Mares, 79 Grafton Street, Dublin City.	3	0.8596491228070176	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frederick H. Mares, 79 Grafton Street, Dublin, Ireland.	5	0.9203539823008849	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frederick H. Mares, 79 Grafton Street, Dublin.	23	0.8076923076923077	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	John F O'Hea, Frederick Street, Dublin, Ireland.	1	0.660377358490566	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frank Reynolds, 115 Grafton Street, Dublin, Ireland.	1	0.6909090909090909	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frederick H Mares, 79 Grafton Street, Dublin, Ireland.	2	0.9285714285714286	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Mary Stephens, 25 Grafton Street, Dublin, Ireland.	5	0.6666666666666666	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Mrs M Hunter, 25 Grafton Street, Dublin, Ireland.	5	0.6728971962616822	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	G R Mansfield, 90 Grafton Street, Dublin, Ireland.	1	0.6666666666666666	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	James M Connell, 51 Grafton Street, Dublin, Ireland.	9	0.6545454545454545	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Frederick H Mares, 79 Grafton Street, Dublin.	11	0.8155339805825242	
Frederick Holland Mares, 79 Grafton Street, Dublin, Ireland.	77	Edwards and Simanton, Grafton Street, Dublin, Ireland.	1	0.6607142857142857	
L Caldesi and Company, 13 Pall Mall East.	77	Lombardi and Company, 13 Pall Mall East, London.	3	0.7126436781609196	
L Caldesi and Company, 13 Pall Mall East.	77	Caldesi and Company, 13 Pall Mall, London.	4	0.7901234567901234	
L Caldesi and Company, 13 Pall Mall East.	77	L Caldesi and Company, 13 Pall Mall East, London.	3	0.8863636363636364	
L Caldesi and Company, 13 Pall Mall East.	77	Colnaghi and Company, 14 Pall Mall East, London.	1	0.6666666666666666	
L Caldesi and Company, 13 Pall Mall East.	77	C Berniere, Caldesi and Company, 13 Pall Mall East, London.	1	0.7755102040816326	
L Caldesi and Company, 13 Pall Mall East.	77	L Caldesi, 13 Pall Mall East, London.	3	0.7105263157894737	
L Caldesi and Company, 13 Pall Mall East.	77	Caldesi and Company, 13 Pall Mall East, London.	3	0.8604651162790697	
L Caldesi and Company, 13 Pall Mall East.	77	L Caldesi and Company, 13 Pall Mall, East London.	10	0.8636363636363636	
L Caldesi and Company, 13 Pall Mall East.	77	P D Colnaghi Scott and Company, 13-14 Pall Mall East.	2	0.6956521739130435	
L Caldesi and Company, 13 Pall Mall East.	77	Caldesi and Company, 13 Pall Mall East.	1	0.9743589743589743	
L Caldesi and Company, 13 Pall Mall East.	77	Leonida Caldesi, 13 Pall Mall East., London.	2	0.6506024096385542	
L Caldesi and Company, 13 Pall Mall East.	77	Lombardi and Company, 3 Pall Mall East, London.	1	0.6744186046511628	
L Caldesi and Company, 13 Pall Mall East.	77	Lombardi and Company, Pall Mall East, London.	2	0.6666666666666666	
L Caldesi and Company, 13 Pall Mall East.	77	L Caldisi and Company, 13 Pall Mall East.	8	0.95	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 120 Buchanan Street, Glasgow.	12	0.8695652173913043	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Lizars, 101 Buchanan Street, Glasgow.	4	0.6739130434782609	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 120 Buchanan Street Glasgow.	2	0.8351648351648352	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart Junior, 120 Buchanan Street, Glasgow.	2	0.7878787878787878	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	David Crawford, Buchanan Street, Glasgow, Scotland.	1	0.7128712871287128	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 130 Buchanan Street, Glasgow, Scotland.	5	0.9607843137254902	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	H H Bald, Buchanan Street, Glasgow, Scotland.	1	0.7578947368421053	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	Hugh McFarlane, 107 Buchanan Street, Glasgow, Scotland.	20	0.7238095238095238	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	George Edward and Sons, 92 Buchanan Street, Glasgow, Scotland.	1	0.6785714285714286	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 120 Buchanan Street, Glasgow, Scotalnd.	3	0.9411764705882353	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 206 Bath Street, Glasgow.	2	0.6590909090909091	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 120 Buchanen Street, Glasgow.	7	0.8260869565217391	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Stuart, 120 Buchanen Street.	8	0.6987951807228916	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	John Urie, 33 Buchanan Street, Glasgow, Scotland.	1	0.8080808080808081	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	Alexander Green, 136 Buchanan Street, Glasgow, Scotland.	2	0.6981132075471698	
John Stuart, 120 Buchanan Street, Glasgow, Scotland.	76	Robert Easton, 136 Buchanan Street, Glasgow, Scotland.	2	0.7307692307692307	
His Majesty The King, Buckingham Palace.	76	His MajestyThe King, Buckingham Palace.	1	0.961038961038961	
His Majesty The King, Buckingham Palace.	76	H M The King, Buckingham Palace.	2	0.8285714285714286	
His Majesty The King, Buckingham Palace.	76	[His Majesty] The King, Buckingham Palace.	21	0.95	
His Majesty The King, Buckingham Palace.	76	His Majesty the King, Buckingham Palace.	1	0.9487179487179487	
Frederick Hollyer, 9 Pembroke Square, London.	75	Frederick Hollyer, 9 Pembroke Square, Kensington.	13	0.8478260869565217	
Frederick Hollyer, 9 Pembroke Square, London.	75	Frederick Thomas Hollyer, 9, Pembroke Square, London, W.	1	0.8484848484848485	
Frederick Hollyer, 9 Pembroke Square, London.	75	Frederick Hollyer, 9 Pembroke Square, London, W.	2	0.945054945054945	
Frederick Hollyer, 9 Pembroke Square, London.	75	Freederick Thomas Hollyer, 9 Pembroke Square, London.	1	0.9166666666666666	
Frederick Hollyer, 9 Pembroke Square, London.	75	Frederick Hollyer, 9 Pembroke Square, Kensington, London.	40	0.88	
Frederick Hollyer, 9 Pembroke Square, London.	75	Fred Hollyer, 9 Pembroke Square High Street, Kensington, London.	2	0.6915887850467289	
Frederick Hollyer, 9 Pembroke Square, London.	75	Frederick Thomas Hollyer, 9 Pembroke Square, Kensington, London.	1	0.822429906542056	
Robert Canton, 22-23 Aldersgate Street, London.	75	Robert Canton, 22 Aldersgate Street, London.	2	0.9438202247191011	
Robert Canton, 22-23 Aldersgate Street, London.	75	Robert Canton, 22 and 23 Aldersgate Street, London.	21	0.9166666666666666	
